state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,recharge_total,minutes_total,calls_total,rechargesPerMinute,cluster,prob
HI,106,area_code_415,0,0,0,147.9,97,25.14,209.3,99,17.79,162.1,80,7.29,8.8,5,2.38,2,0,52.6,528.1,283,0.09960234804014391,2,0.0016145741
DC,148,area_code_415,0,1,38,209.2,110,35.56,116.6,73,9.91,109.6,105,4.93,16.5,4,4.46,2,0,54.86,451.9,294,0.12139853949988937,0,9.781217e-05
WI,120,area_code_415,0,1,29,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,10.6,6,2.86,0,0,79.30000000000001,744.0000000000001,318,0.10658602150537634,0,0.00033569493
UT,91,area_code_415,0,1,34,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,11,1.51,1,0,60.089999999999996,587.1,306,0.10235053653551353,0,5.049344e-05
WA,86,area_code_510,0,0,0,150.5,92,25.59,120.3,95,10.23,271.2,96,12.2,9.0,2,2.43,1,0,50.449999999999996,551.0,286,0.09156079854809436,2,0.0004079879
SD,78,area_code_415,0,1,25,197.4,73,33.56,295.7,113,25.13,211.7,73,9.53,13.2,2,3.56,0,0,71.78,718.0,261,0.09997214484679666,0,1.658584e-05
MT,94,area_code_510,0,0,0,163.5,136,27.8,143.7,111,12.21,253.4,82,11.4,12.6,5,3.4,1,0,54.81,573.2,335,0.09562107466852757,2,0.00024466935
NJ,85,area_code_415,0,0,0,236.9,93,40.27,197.7,113,16.8,309.1,78,13.91,11.4,7,3.08,2,1,74.06,755.1,293,0.09807972453979605,3,0.9941076
CT,89,area_code_415,0,0,0,82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,7.2,4,1.94,1,0,38.9,451.4,232,0.08617634027470093,2,0.00080045994
VA,128,area_code_415,0,0,0,216.0,111,36.72,153.7,115,13.06,227.0,74,10.22,12.7,4,3.43,1,0,63.43,609.4000000000001,305,0.1040859862159501,1,3.3701144e-05
NC,115,area_code_415,1,0,0,180.0,119,30.6,198.8,126,16.9,217.1,70,9.77,12.4,3,3.35,1,0,60.62,608.3,319,0.0996547756041427,1,0.00091332797
AK,76,area_code_415,0,0,0,143.7,55,24.43,173.1,108,14.71,239.1,95,10.76,5.8,6,1.57,1,0,51.47,561.6999999999999,265,0.09163254406266691,2,6.5846056e-05
MD,75,area_code_415,0,1,39,198.2,107,33.69,280.4,132,23.83,129.6,73,5.83,11.3,7,3.05,1,0,66.39999999999999,619.4999999999999,320,0.10718321226795803,0,1.0215684e-05
IL,90,area_code_415,0,1,29,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,11.1,5,3.0,2,0,60.06,568.5,346,0.10564643799472295,0,0.00012095155
CT,30,area_code_408,0,0,0,137.6,108,23.39,162.0,80,13.77,187.7,126,8.45,5.8,10,1.57,3,0,47.18,493.1,327,0.09568038937335226,2,0.0011552579
KS,105,area_code_415,1,0,0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,7,2.94,1,1,84.67,818.6999999999999,320,0.10342005618663737,3,0.9983498
MA,102,area_code_415,0,1,31,125.3,92,21.3,141.2,108,12.0,168.2,68,7.57,6.3,2,1.7,3,0,42.57,441.0,273,0.09653061224489796,0,0.0031605526
NJ,83,area_code_415,0,0,0,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,8.6,4,2.32,3,0,55.04,534.2,258,0.10303257207038562,1,6.612481e-05
AR,63,area_code_510,0,1,49,214.9,86,36.53,198.2,89,16.85,170.8,139,7.69,8.2,5,2.21,0,0,63.28,592.1000000000001,319,0.10687383887856779,0,0.00016049026
MS,155,area_code_408,0,0,0,163.0,93,27.71,203.9,102,17.33,159.0,109,7.15,15.1,4,4.08,2,0,56.269999999999996,541.0,310,0.10401109057301293,1,0.0005977981
ND,82,area_code_415,0,1,29,163.8,77,27.85,134.9,112,11.47,79.3,95,3.57,8.8,2,2.38,2,0,45.27,386.80000000000007,288,0.1170372285418821,0,0.000506139
IN,87,area_code_510,0,0,0,189.5,113,32.22,204.9,100,17.42,221.7,93,9.98,13.4,3,3.62,1,0,63.24,629.4999999999999,310,0.10046068308181098,1,5.22732e-05
MI,115,area_code_415,0,1,26,155.2,110,26.38,230.9,133,19.63,261.6,100,11.77,4.5,4,1.22,0,0,59.0,652.2,347,0.09046304814474088,0,3.1164498e-06
AR,99,area_code_510,1,0,0,242.3,102,41.19,350.9,102,29.83,163.1,93,7.34,11.3,3,3.05,0,1,81.41,767.6,300,0.10605784262636789,3,0.9989818
VT,121,area_code_415,1,1,44,254.1,127,43.2,180.2,108,15.32,196.2,129,8.83,8.7,4,2.35,3,0,69.7,639.2,371,0.10904255319148935,0,0.00016478536
WV,54,area_code_510,0,1,33,112.0,90,19.04,208.0,112,17.68,150.3,83,6.76,11.3,4,3.05,2,0,46.529999999999994,481.6,291,0.09661544850498337,0,0.0014717135
ME,105,area_code_408,0,0,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,5,3.59,3,0,51.09,510.3,254,0.10011757789535568,2,0.0007839832
IA,73,area_code_415,0,0,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3.0,1,0,52.84,550.4,341,0.0960029069767442,2,4.6612145e-06
CT,95,area_code_415,0,0,0,198.4,113,33.73,235.9,144,20.05,325.6,99,14.65,10.1,3,2.73,0,0,71.16000000000001,770.0000000000001,359,0.09241558441558441,1,0.0025369725
NM,21,area_code_415,0,1,19,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,7,3.48,3,0,50.39,504.8999999999999,283,0.09980194097841158,2,0.0006984103
OR,163,area_code_408,0,1,25,219.6,99,37.33,210.4,99,17.88,242.7,88,10.92,13.8,8,3.73,2,0,69.86,686.5,296,0.10176256372906045,0,0.00016422522
VT,57,area_code_415,0,0,0,169.6,96,28.83,234.7,112,19.95,285.4,83,12.84,11.2,4,3.02,0,0,64.64,700.9,295,0.0922242830646312,1,4.406253e-05
RI,104,area_code_408,1,0,0,160.4,73,27.27,293.9,103,24.98,306.6,90,13.8,12.6,5,3.4,4,0,69.45,773.5,275,0.08978668390433096,1,0.0024921505
RI,83,area_code_415,0,1,20,95.0,89,16.15,167.9,92,14.27,200.6,79,9.03,11.2,2,3.02,0,0,42.47,474.7,262,0.08946703180956393,2,2.3720391e-05
NM,141,area_code_415,0,0,0,160.1,87,27.22,256.7,120,21.82,270.0,107,12.15,7.0,1,1.89,2,0,63.08,693.8,317,0.09091957336408187,1,0.0020097021
AL,95,area_code_415,0,0,0,194.6,114,33.08,232.8,106,19.79,173.4,92,7.8,3.8,2,1.03,3,0,61.699999999999996,604.5999999999999,317,0.10205094277208072,1,2.6943928e-05
MT,184,area_code_415,0,0,0,236.4,73,40.19,287.3,120,24.42,192.0,94,8.64,13.8,4,3.73,1,1,76.98,729.5,292,0.10552433173406443,3,0.9994524
CT,74,area_code_408,0,0,0,157.1,95,26.71,213.1,36,18.11,280.4,77,12.62,7.6,3,2.05,2,0,59.489999999999995,658.1999999999999,213,0.09038286235186874,1,4.639885e-05
TN,67,area_code_415,0,0,0,179.8,125,30.57,173.2,86,14.72,272.8,97,12.28,10.9,4,2.94,0,0,60.51,636.6999999999999,312,0.09503690906235276,1,3.0475247e-05
ID,104,area_code_415,1,0,0,148.2,108,25.19,161.8,113,13.75,259.3,103,11.67,11.0,4,2.97,0,0,53.58,580.3,328,0.09233155264518353,2,9.2829905e-05
TX,71,area_code_415,0,1,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1,0,59.91,576.9,330,0.10384815392615704,0,0.0013085285
NH,149,area_code_415,0,0,0,119.2,88,20.26,168.3,110,14.31,204.7,119,9.21,12.2,6,3.29,4,1,47.07,504.4,327,0.0933187946074544,3,0.999288
ND,154,area_code_408,0,1,35,224.0,102,38.08,192.0,99,16.32,163.1,100,7.34,9.6,2,2.59,0,0,64.33,588.7,303,0.10927467300832341,0,0.00018002404
SC,138,area_code_510,0,1,21,19.5,149,3.32,140.9,109,11.98,179.7,111,8.09,7.9,1,2.13,0,0,25.52,348.0,370,0.07333333333333333,2,0.00033089734
KS,117,area_code_415,0,0,0,184.8,83,31.42,248.6,101,21.13,133.1,113,5.99,9.6,8,2.59,1,0,61.129999999999995,576.1,306,0.10611005033848289,1,1.3514978e-05
ME,130,area_code_408,0,0,0,176.3,140,29.97,201.0,104,17.09,161.9,123,7.29,11.3,5,3.05,1,0,57.4,550.5,373,0.10426884650317893,1,0.00083788834
RI,73,area_code_415,0,0,0,241.7,115,41.09,168.5,133,14.32,169.8,122,7.64,11.1,2,3.0,2,0,66.05000000000001,591.1,374,0.11174082219590595,1,0.00031397335
WI,100,area_code_510,0,1,38,224.7,121,38.2,294.0,131,24.99,290.0,61,13.05,9.8,6,2.65,0,0,78.89,818.5,319,0.09638362858888211,0,0.0009054065
NC,149,area_code_510,0,0,0,207.3,115,35.24,198.4,82,16.86,114.1,83,5.13,8.6,4,2.32,1,0,59.550000000000004,528.4000000000001,285,0.11269871309613928,1,0.00010786148
OH,29,area_code_408,0,0,0,196.8,81,33.46,168.0,110,14.28,132.6,98,5.97,12.7,7,3.43,2,0,57.14,510.09999999999997,298,0.11201725151930995,1,9.29595e-05
WY,131,area_code_510,0,0,0,110.9,74,18.85,115.6,90,9.83,190.5,114,8.57,15.8,9,4.27,1,0,41.519999999999996,432.8,288,0.09593345656192236,2,0.0006718058
NJ,153,area_code_510,0,0,0,122.5,145,20.83,273.3,103,23.23,197.8,71,8.9,8.0,3,2.16,2,0,55.120000000000005,601.6,324,0.09162234042553193,2,0.00032898798
ND,84,area_code_510,0,0,0,226.9,144,38.57,201.6,122,17.14,130.2,121,5.86,13.2,5,3.56,2,0,65.13,571.9000000000001,394,0.11388354607448851,1,0.0009270369
WI,133,area_code_510,0,0,0,187.0,65,31.79,141.4,128,12.02,238.2,108,10.72,10.0,8,2.7,2,0,57.230000000000004,576.5999999999999,311,0.09925424904613252,1,0.00019036431
KY,112,area_code_415,0,0,0,170.5,113,28.99,193.2,129,16.42,188.0,91,8.46,11.2,6,3.02,0,0,56.89,562.9000000000001,339,0.10106590868715579,1,6.490717e-05
NY,87,area_code_415,0,0,0,204.8,101,34.82,161.0,80,13.69,285.7,89,12.86,9.5,3,2.57,0,0,63.94,661.0,273,0.096732223903177,1,0.00024208393
MO,72,area_code_415,0,0,0,165.9,114,28.2,235.9,97,20.05,210.1,120,9.45,12.0,5,3.24,2,0,60.940000000000005,623.9,338,0.09767590960089759,1,6.268031e-05
AZ,66,area_code_510,0,0,0,154.0,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,3,2.57,4,1,52.50000000000001,514.3,361,0.10208049776395102,3,0.9956909
MN,65,area_code_510,0,1,29,158.1,104,26.88,322.2,81,27.39,210.0,96,9.45,8.9,6,2.4,1,0,66.12,699.1999999999999,288,0.09456521739130436,0,4.3510274e-05
CO,74,area_code_415,0,0,0,225.2,93,38.28,215.1,120,18.28,241.8,95,10.88,9.1,2,2.46,2,0,69.89999999999999,691.1999999999999,312,0.10112847222222222,1,0.0014961489
MD,116,area_code_408,0,0,0,159.4,79,27.1,179.5,88,15.26,167.8,71,7.55,9.7,2,2.62,6,1,52.529999999999994,516.4,246,0.10172347017815646,3,0.9988996
AR,68,area_code_510,0,0,0,172.7,95,29.36,139.1,90,11.82,174.3,99,7.84,11.7,1,3.16,2,0,52.17999999999999,497.79999999999995,287,0.10482121333869023,2,0.00013307315
TN,68,area_code_415,0,0,0,222.8,99,37.88,175.8,85,14.94,202.0,111,9.09,11.0,3,2.97,3,0,64.88,611.6,301,0.10608240680183124,1,3.1111023e-05
DE,54,area_code_415,1,0,0,214.1,77,36.4,240.5,94,20.44,188.9,75,8.5,10.1,3,2.73,1,0,68.07000000000001,653.6,250,0.10414626682986537,1,0.0011251379
TN,99,area_code_408,0,0,0,54.8,92,9.32,173.0,103,14.71,195.1,125,8.78,7.5,3,2.03,1,0,34.84,430.4,324,0.08094795539033459,2,0.0020735906
WI,107,area_code_408,0,0,0,134.0,104,22.78,174.5,94,14.83,311.1,79,14.0,7.3,3,1.97,3,0,53.58,626.9,283,0.08546817674270218,2,0.0002752618
WV,124,area_code_510,0,0,0,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,10.5,6,2.84,1,0,56.260000000000005,528.5999999999999,260,0.10643208475217558,1,7.374434e-05
CT,95,area_code_415,0,1,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,3,3.05,3,0,87.29,842.3,333,0.10363290988958805,0,0.0025256227
MN,173,area_code_510,0,0,0,291.8,143,49.61,214.3,134,18.22,151.2,119,6.8,9.9,2,2.67,0,1,77.3,667.1999999999999,398,0.11585731414868106,3,0.99250436
MO,110,area_code_408,0,0,0,222.7,94,37.86,105.8,98,8.99,214.8,78,9.67,13.5,4,3.65,1,0,60.17,556.8,275,0.10806393678160921,1,3.0565796e-05
VA,102,area_code_510,0,0,0,174.5,79,29.67,236.8,136,20.13,270.4,110,12.17,8.5,5,2.3,0,0,64.27,690.2,330,0.09311793682990437,1,0.0001841029
NH,130,area_code_408,0,0,0,68.4,86,11.63,193.3,110,16.43,171.5,139,7.72,10.4,4,2.81,0,0,38.59,443.6,339,0.08699278629395853,2,0.006397956
OK,91,area_code_408,0,1,31,273.0,78,46.41,215.5,98,18.32,104.7,114,4.71,9.6,2,2.59,1,0,72.02999999999999,602.8000000000001,293,0.11949236894492365,0,2.6686086e-05
CT,64,area_code_415,1,0,0,225.3,134,38.3,108.2,87,9.2,139.6,132,6.28,17.3,9,4.67,1,1,58.45,490.40000000000003,363,0.1191884176182708,3,0.99491644
TN,176,area_code_415,0,1,23,283.2,130,48.14,162.6,74,13.82,177.7,104,8.0,7.2,6,1.94,1,0,71.9,630.7,315,0.11400031710797527,0,7.215454e-06
MD,93,area_code_510,1,0,0,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,11.1,2,3.0,1,1,51.02,517.9,290,0.0985132264916007,3,0.996467
WI,84,area_code_510,0,1,12,89.7,87,15.25,138.6,73,11.78,165.8,114,7.46,10.7,2,2.89,1,0,37.38,404.8,277,0.09234189723320159,2,0.0004793539
SD,138,area_code_510,0,0,0,127.1,102,21.61,247.7,106,21.05,207.7,75,9.35,5.0,3,1.35,3,0,53.36,587.5,289,0.09082553191489362,2,0.00017113562
ND,101,area_code_415,0,1,28,105.9,132,18.0,231.7,107,19.69,281.3,120,12.66,10.7,5,2.89,1,0,53.239999999999995,629.6000000000001,365,0.08456162642947901,0,0.0016979704
VA,136,area_code_408,0,0,0,142.3,79,24.19,158.0,113,13.43,177.5,75,7.99,6.0,11,1.62,2,0,47.230000000000004,483.8,280,0.09762298470442332,2,6.33858e-05
UT,111,area_code_510,0,0,0,191.3,80,32.52,138.5,94,11.77,246.0,107,11.07,6.4,3,1.73,2,0,57.09,582.1999999999999,286,0.09805908622466508,1,6.520079e-06
MA,132,area_code_408,0,1,36,201.9,93,34.32,156.3,75,13.29,131.3,92,5.91,13.7,5,3.7,0,0,57.22,503.20000000000005,265,0.11371224165341812,0,0.00023739794
SD,128,area_code_415,0,0,0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,14.7,2,3.97,3,0,67.98,587.9000000000001,268,0.11563191018880761,1,0.0005927202
AL,92,area_code_408,0,1,38,242.2,96,41.17,159.7,144,13.57,210.0,108,9.45,8.9,1,2.4,1,0,66.59,620.8,350,0.10726481958762887,0,0.00064998283
AL,197,area_code_415,1,0,0,127.3,80,21.64,222.3,115,18.9,173.9,95,7.83,13.7,5,3.7,5,1,52.07,537.2,300,0.09692851824274012,3,0.9999285
WV,191,area_code_408,0,0,0,162.0,104,27.54,241.2,120,20.5,210.4,83,9.47,10.9,7,2.94,1,0,60.449999999999996,624.5,315,0.09679743795036028,1,0.00029808632
SC,99,area_code_415,0,1,33,179.1,93,30.45,238.3,102,20.26,165.7,96,7.46,10.6,1,2.86,2,0,61.03,593.6999999999999,294,0.10279602492841504,0,0.0003883168
FL,106,area_code_415,0,1,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,12.3,4,3.32,3,0,52.57000000000001,448.7,343,0.11716068642745711,0,0.0005531827
KY,88,area_code_415,0,0,0,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,6.4,4,1.73,2,0,63.74999999999999,698.6999999999999,234,0.09124087591240876,1,3.3051692e-05
UT,78,area_code_415,0,0,0,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,10.2,1,2.75,0,0,56.04,504.99999999999994,310,0.11097029702970299,1,0.0020146728
NY,98,area_code_408,0,0,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1,0,54.69,543.9,323,0.1005515719801434,2,2.1812377e-06
MS,17,area_code_408,0,1,35,198.5,123,33.75,270.6,74,23.0,209.9,130,9.45,8.1,10,2.19,1,0,68.39,687.1,338,0.09953427448697423,0,0.0003211762
NH,56,area_code_415,0,1,24,121.7,87,20.69,184.0,76,15.64,266.6,98,12.0,12.7,3,3.43,1,0,51.76,585.0,265,0.08847863247863247,0,0.00019149375
VA,84,area_code_415,0,0,0,130.2,105,22.13,278.0,60,23.63,305.4,74,13.74,14.0,6,3.78,2,0,63.28,727.5999999999999,247,0.0869708631115998,1,0.00044441188
VT,95,area_code_510,0,0,0,203.4,96,34.58,168.6,61,14.33,173.0,105,7.79,13.7,3,3.7,2,0,60.4,558.7,267,0.1081081081081081,1,0.0001120413
WY,16,area_code_415,0,0,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5,0,64.14,637.7,298,0.10058021013015524,1,4.002638e-05
NV,76,area_code_510,1,0,0,241.0,120,40.97,231.8,96,19.7,220.2,67,9.91,9.9,1,2.67,1,1,73.25,702.9,285,0.1042111253378859,3,0.99902475
WV,93,area_code_415,0,0,0,141.7,95,24.09,221.0,100,18.79,227.1,71,10.22,10.2,3,2.75,0,0,55.849999999999994,600.0,269,0.09308333333333332,2,5.4471857e-05
WA,83,area_code_408,0,0,0,134.8,96,22.92,167.2,78,14.21,161.5,123,7.27,7.7,5,2.08,2,0,46.480000000000004,471.2,304,0.09864176570458405,2,0.00011427745
KS,123,area_code_415,0,0,0,163.1,119,27.73,249.4,51,21.2,168.2,77,7.57,9.0,10,2.43,1,0,58.93,589.7,258,0.09993216889944039,1,0.00015005803
VT,64,area_code_408,0,0,0,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,8.9,8,2.4,1,0,58.85,656.1999999999999,326,0.08968302346845475,1,3.3345557e-05
OK,82,area_code_510,0,0,0,329.8,73,56.07,208.3,120,17.71,267.1,102,12.02,10.6,6,2.86,0,1,88.66,815.8000000000001,301,0.10867859769551359,3,0.99942505
GA,107,area_code_510,0,0,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,1,3.43,2,0,60.35999999999999,571.8000000000001,337,0.10556138509968518,1,0.00018149163
CO,110,area_code_510,0,0,0,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,7.1,4,1.92,1,0,56.2,604.5000000000001,309,0.09296939619520263,2,1.7790628e-05
AK,96,area_code_408,0,1,29,150.0,91,25.5,159.4,75,13.55,228.1,55,10.26,8.5,3,2.3,1,0,51.60999999999999,546.0,225,0.09452380952380951,0,0.0017820911
TN,47,area_code_415,0,1,30,196.6,93,33.42,241.4,140,20.52,226.0,118,10.17,12.9,4,3.48,2,0,67.59,676.9,357,0.09985226769094402,0,0.0001941965
KY,115,area_code_510,0,0,0,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,14.1,4,3.81,2,0,39.81,408.30000000000007,308,0.09750183688464363,2,8.496047e-05
PA,69,area_code_415,0,0,0,143.6,88,24.41,141.8,86,12.05,194.0,83,8.73,10.8,5,2.92,3,0,48.11,490.2,265,0.0981436148510812,2,0.00030299998
CT,163,area_code_408,0,1,40,231.9,56,39.42,211.8,91,18.0,268.5,74,12.08,12.3,3,3.32,2,0,72.82,724.5,226,0.10051069703243615,0,5.8895497e-05
CT,90,area_code_415,0,0,0,37.8,80,6.43,155.3,105,13.2,175.0,111,7.88,14.2,5,3.83,3,0,31.339999999999996,382.3,304,0.08197750457755688,2,0.00095268356
MN,98,area_code_415,0,0,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3,0,38.95,445.0,327,0.08752808988764045,2,0.001241743
WY,90,area_code_408,0,1,39,94.8,89,16.12,219.1,91,18.62,197.4,65,8.88,11.4,5,3.08,1,0,46.7,522.6999999999999,251,0.08934379185000958,0,2.7611974e-05
PA,174,area_code_415,0,1,15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,12.4,9,3.35,1,0,68.94,666.6,377,0.10342034203420342,1,7.783399e-05
OR,95,area_code_415,0,0,0,269.0,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,1,75.63,689.3,307,0.10972000580298855,3,0.99616456
PA,79,area_code_415,0,0,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1,1,74.99,724.7,321,0.1034773009521181,3,0.9989868
OK,123,area_code_415,0,1,27,198.7,127,33.78,249.0,105,21.17,173.2,124,7.79,12.5,5,3.38,1,0,66.12,633.4,362,0.10438901168298075,0,0.0004931836
VT,99,area_code_415,0,0,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7,1,52.76,600.0,298,0.08793333333333334,3,0.9963019
ID,114,area_code_415,0,0,0,202.1,100,34.36,195.7,102,16.63,291.8,120,13.13,13.3,5,3.59,2,0,67.71,702.8999999999999,329,0.09632949210414,1,7.715663e-05
PA,141,area_code_510,0,0,0,215.6,113,36.65,200.6,81,17.05,153.8,107,6.92,12.4,6,3.35,1,0,63.970000000000006,582.4,308,0.10983859890109891,1,2.4097553e-05
NM,132,area_code_408,0,0,0,169.9,107,28.88,209.4,121,17.8,206.1,79,9.27,11.5,2,3.11,1,0,59.06,596.9,310,0.09894454682526387,1,0.0009872138
FL,133,area_code_510,0,0,0,201.7,85,34.29,169.4,116,14.4,286.3,80,12.88,6.0,4,1.62,0,0,63.19,663.4000000000001,285,0.09525173349412118,1,0.0030247879
TX,133,area_code_408,0,0,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,8.4,3,2.27,4,0,60.760000000000005,551.4999999999999,364,0.11017225747960112,1,0.0016005536
VT,93,area_code_510,0,1,32,218.7,117,37.18,115.0,61,9.78,192.7,85,8.67,9.4,5,2.54,2,0,58.17,535.8,270,0.10856662933930572,0,0.00057202566
MA,34,area_code_415,0,0,0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11.0,10,2.97,2,1,84.08,755.4000000000001,248,0.1113052687317977,3,0.999268
OR,140,area_code_415,0,0,0,120.3,108,20.45,240.4,84,20.43,216.4,74,9.74,7.7,3,2.08,4,1,52.699999999999996,584.8000000000001,273,0.09011627906976742,3,0.99895275
DE,96,area_code_415,0,1,26,175.8,96,29.89,206.6,84,17.56,178.0,105,8.01,11.1,2,3.0,2,0,58.46,571.5,289,0.10229221347331584,0,0.00034366938
FL,144,area_code_510,0,0,0,278.5,95,47.35,240.7,90,20.46,120.0,90,5.4,11.6,5,3.13,1,1,76.34,650.8000000000001,281,0.1173017824216349,3,0.9982292
ID,24,area_code_408,0,1,29,236.3,105,40.17,190.8,114,16.22,129.0,105,5.81,7.2,2,1.94,3,0,64.14,563.3000000000001,329,0.11386472572341558,0,0.00021318918
MD,54,area_code_415,0,0,0,273.8,113,46.55,119.6,156,10.17,267.6,117,12.04,11.7,3,3.16,1,0,71.91999999999999,672.7,390,0.10691244239631334,1,0.00029019488
WV,50,area_code_408,0,0,0,131.1,129,22.29,160.5,94,13.64,206.9,88,9.31,5.6,9,1.51,5,1,46.75,504.1,325,0.09273953580638762,3,0.997858
ID,92,area_code_415,0,1,23,167.4,83,28.46,258.6,129,21.98,116.4,110,5.24,11.2,3,3.02,4,0,58.7,553.6,329,0.10603323699421965,0,0.0014992174
NV,96,area_code_408,0,0,0,197.7,68,33.61,250.5,53,21.29,181.2,67,8.15,10.5,3,2.84,3,0,65.89,639.9,194,0.10296921393967808,1,4.072245e-05
OH,146,area_code_415,0,0,0,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,9.0,7,2.43,2,0,63.02,679.2,288,0.09278563015312132,1,0.0004967677
ID,138,area_code_415,1,1,17,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0,0,62.74000000000001,556.1000000000001,307,0.11282143499370616,0,0.00026562787
SC,102,area_code_408,0,0,0,174.5,73,29.67,213.7,114,18.16,164.7,116,7.41,10.3,5,2.78,4,0,58.019999999999996,563.1999999999999,312,0.10301846590909092,1,0.002608357
MO,76,area_code_510,0,0,0,129.7,84,22.05,177.5,80,15.09,228.9,87,10.3,7.5,3,2.03,5,1,49.47,543.6,259,0.09100441501103752,3,0.99548966
NE,99,area_code_415,0,0,0,200.0,66,34.0,107.9,104,9.17,233.7,82,10.52,11.4,2,3.08,3,0,56.769999999999996,552.9999999999999,257,0.10265822784810127,1,0.0005499851
NC,83,area_code_510,0,1,36,95.9,87,16.3,261.6,105,22.24,228.6,109,10.29,13.3,4,3.59,0,0,52.42,599.4,305,0.08745412078745413,0,0.001579779
ME,36,area_code_510,0,1,25,152.8,110,25.98,242.8,67,20.64,147.4,74,6.63,9.1,2,2.46,1,0,55.71000000000001,552.1,254,0.10090563303749321,0,0.00018948439
MI,70,area_code_510,0,0,0,129.9,102,22.08,208.7,133,17.74,231.4,93,10.41,14.3,3,3.86,1,0,54.08999999999999,584.3,332,0.09257230874550744,2,0.0014638026
AZ,109,area_code_415,1,0,0,268.4,85,45.63,150.6,131,12.8,297.9,84,13.41,9.7,8,2.62,2,1,74.46000000000001,726.6,310,0.10247729149463254,3,0.9983677
AZ,100,area_code_415,0,0,0,188.5,152,32.05,148.3,115,12.61,179.8,88,8.09,15.2,5,4.1,2,0,56.85,531.8000000000001,362,0.10690109063557728,1,0.00044358047
HI,104,area_code_408,0,0,0,170.6,97,29.0,162.1,111,13.78,210.7,131,9.48,6.1,1,1.65,1,0,53.910000000000004,549.5,341,0.0981073703366697,2,0.00023124173
NJ,106,area_code_415,0,0,0,191.4,124,32.54,200.7,116,17.06,230.1,76,10.35,8.2,3,2.21,1,0,62.16,630.4000000000001,320,0.09860406091370556,1,0.0005164037
MS,84,area_code_510,0,0,0,75.3,96,12.8,179.9,113,15.29,193.8,134,8.72,12.3,1,3.32,1,0,40.13,461.3,345,0.08699327986126165,2,0.0038557556
MA,80,area_code_510,0,0,0,149.8,123,25.47,276.3,75,23.49,241.4,75,10.86,10.9,7,2.94,2,0,62.75999999999999,678.4,282,0.09251179245283017,1,2.9255158e-05
SC,100,area_code_510,0,0,0,115.9,87,19.7,111.3,56,9.46,170.2,77,7.66,7.1,4,1.92,1,0,38.74,404.5,225,0.0957725587144623,2,0.0002004606
MN,99,area_code_408,0,0,0,128.8,86,21.9,203.9,105,17.33,282.6,131,12.72,14.1,4,3.81,2,0,55.76,629.4000000000001,328,0.08859231013663806,2,0.00304117
WV,50,area_code_510,0,0,0,131.7,108,22.39,216.5,103,18.4,196.1,126,8.82,11.0,5,2.97,1,0,52.58,555.3,343,0.09468755627588692,2,3.677287e-05
MS,105,area_code_415,0,0,0,101.4,48,17.24,159.1,119,13.52,259.2,53,11.66,12.2,2,3.29,1,0,45.71,531.9000000000001,223,0.08593720624177476,2,0.00036643422
