state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,recharge_total,minutes_total,calls_total,rechargesPerMinute
AL,134,area_code_415,0,0,0,178.0,110,30.26,153.8,64,13.07,236.6,105,10.65,11.7,4,3.16,1,0,57.14,580.1,284,0.09850025857610757
PA,77,area_code_510,0,1,24,149.4,74,25.4,123.9,72,10.53,174.3,84,7.84,10.1,6,2.73,1,0,46.49999999999999,457.70000000000005,237,0.10159493117762725
DE,147,area_code_510,0,0,0,209.4,104,35.6,132.5,78,11.26,149.4,123,6.72,11.3,3,3.05,2,0,56.629999999999995,502.59999999999997,310,0.11267409470752089
MO,74,area_code_415,0,0,0,172.1,105,29.26,211.7,99,17.99,182.2,105,8.2,11.6,6,3.13,1,0,58.580000000000005,577.6,316,0.10141966759002771
IL,138,area_code_510,1,0,0,169.3,82,28.78,217.9,147,18.52,184.2,77,8.29,9.4,9,2.54,1,0,58.129999999999995,580.8000000000001,316,0.10008608815426995
FL,143,area_code_415,0,0,0,119.1,117,20.25,287.7,136,24.45,223.0,100,10.04,12.2,4,3.29,0,0,58.03,642.0,357,0.09038940809968847
HI,64,area_code_415,0,0,0,194.2,147,33.01,173.4,87,14.74,268.7,114,12.09,5.5,2,1.49,2,0,61.330000000000005,641.8,352,0.09555936428794018
ME,120,area_code_510,0,0,0,198.8,56,33.8,230.1,73,19.56,119.8,81,5.39,9.9,3,2.67,2,0,61.42,558.5999999999999,215,0.10995345506623704
CO,121,area_code_408,1,0,0,167.7,94,28.51,93.7,121,7.96,241.3,115,10.86,13.4,1,3.62,3,1,50.949999999999996,516.1,334,0.09872117806626622
NH,88,area_code_415,0,0,0,202.2,86,34.37,216.8,93,18.43,239.4,99,10.77,11.8,2,3.19,2,0,66.75999999999999,670.1999999999999,282,0.09961205610265592
SC,87,area_code_408,0,0,0,322.5,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,2.54,2,1,83.14,722.6999999999999,333,0.1150408191504082
IN,100,area_code_510,0,0,0,216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,10.2,3,2.75,0,0,64.06,580.4,321,0.11037215713301173
FL,104,area_code_415,0,0,0,76.4,116,12.99,115.6,74,9.83,226.3,94,10.18,9.4,3,2.54,3,0,35.54,427.7,290,0.08309562777647884
GA,27,area_code_510,0,0,0,72.7,75,12.36,208.6,117,17.73,65.8,71,2.96,9.9,3,2.67,1,0,35.72,357.0,267,0.10005602240896358
IL,81,area_code_415,0,1,31,210.4,100,35.77,225.5,97,19.17,168.7,120,7.59,9.7,4,2.62,0,0,65.15,614.3,321,0.10605567312388085
NC,64,area_code_510,1,1,33,127.2,93,21.62,162.9,104,13.85,247.4,109,11.13,8.1,13,2.19,0,0,48.79,545.6,319,0.08942448680351905
VT,107,area_code_510,0,1,28,201.8,79,34.31,304.9,128,25.92,225.6,133,10.15,11.9,8,3.21,1,0,73.59,744.1999999999999,349,0.0988847084117173
DC,88,area_code_415,0,1,17,219.5,78,37.32,222.1,94,18.88,188.3,92,8.47,16.1,5,4.35,1,0,69.02,646.0000000000001,270,0.10684210526315786
VT,111,area_code_408,0,0,0,99.3,112,16.88,270.5,136,22.99,225.3,94,10.14,9.0,6,2.43,3,0,52.44,604.1,351,0.08680682006290348
NV,77,area_code_415,0,0,0,239.2,114,40.66,150.0,115,12.75,160.8,81,7.24,10.3,2,2.78,5,0,63.43,560.3,317,0.11320721042298769
OR,67,area_code_415,1,0,0,120.9,58,20.55,235.0,88,19.98,95.1,130,4.28,11.4,11,3.08,2,0,47.89,462.4,289,0.10356833910034603
AL,102,area_code_408,0,0,0,224.7,81,38.2,129.4,112,11.0,167.6,109,7.54,15.8,6,4.27,1,0,61.010000000000005,537.5,309,0.11350697674418606
ND,146,area_code_408,0,1,19,176.6,88,30.02,162.7,66,13.83,215.5,98,9.7,14.6,6,3.94,1,0,57.489999999999995,569.4,259,0.10096592904812082
FL,144,area_code_415,0,1,51,283.9,98,48.26,192.0,109,16.32,196.3,85,8.83,10.0,4,2.7,1,0,76.11,682.2,297,0.1115655233069481
NE,96,area_code_415,0,0,0,180.6,92,30.7,190.9,114,16.23,295.6,125,13.3,10.3,4,2.78,1,1,63.010000000000005,677.4,336,0.09301741954532035
ND,70,area_code_415,0,1,31,125.9,101,21.4,196.4,102,16.69,252.7,75,11.37,10.3,4,2.78,1,0,52.24,585.3,283,0.08925337433794636
ME,149,area_code_408,0,0,0,237.6,79,40.39,192.4,107,16.35,207.4,111,9.33,9.1,9,2.46,0,0,68.53,646.5,306,0.1060015467904099
IL,129,area_code_415,0,0,0,198.4,91,33.73,264.7,106,22.5,111.4,101,5.01,9.2,2,2.48,2,0,63.71999999999999,583.7,302,0.10916566729484321
WA,166,area_code_408,0,0,0,274.3,110,46.63,52.9,109,4.5,246.1,119,11.07,10.9,5,2.94,0,0,65.14,584.1999999999999,343,0.11150290996234168
MA,136,area_code_408,1,0,0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11.0,4,2.97,3,1,58.129999999999995,494.4,276,0.11757686084142395
KS,149,area_code_510,0,0,0,217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,9.6,3,2.59,3,0,73.06,727.7,270,0.10039851587192523
RI,70,area_code_415,0,0,0,134.7,96,22.9,235.9,90,20.05,260.2,113,11.71,7.6,6,2.05,3,0,56.71,638.4,308,0.08883145363408522
MO,120,area_code_415,0,1,24,212.7,73,36.16,257.5,103,21.89,227.8,119,10.25,9.7,13,2.62,2,0,70.92,707.7,310,0.10021195421788893
IA,66,area_code_510,0,0,0,256.3,135,43.57,180.2,106,15.32,187.3,135,8.43,6.2,7,1.67,2,0,68.99,630.0,385,0.1095079365079365
WY,104,area_code_408,0,0,0,183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1,0,54.58,532.1,346,0.10257470400300694
NV,160,area_code_415,0,0,0,176.2,90,29.95,196.0,115,16.66,263.9,95,11.88,9.2,4,2.48,1,0,60.97,645.3,305,0.09448318611498528
WI,129,area_code_415,0,1,37,205.0,94,34.85,165.4,103,14.06,185.0,81,8.32,11.7,8,3.16,1,0,60.39,567.1,287,0.10648915535178981
AL,93,area_code_408,0,0,0,267.9,114,45.54,223.0,74,18.96,262.7,90,11.82,11.3,3,3.05,3,1,79.36999999999999,764.8999999999999,284,0.10376519806510656
HI,169,area_code_415,0,0,0,179.2,111,30.46,175.2,130,14.89,228.6,92,10.29,9.9,6,2.67,2,0,58.31,592.9,341,0.09834710743801654
MO,58,area_code_415,0,0,0,149.4,145,25.4,196.5,105,16.7,209.5,108,9.43,14.9,3,4.02,1,0,55.55,570.3,362,0.0974048746273891
CA,75,area_code_510,0,1,38,163.6,132,27.81,146.7,113,12.47,345.8,115,15.56,13.1,3,3.54,3,0,59.38,669.1999999999999,366,0.08873281530185297
MO,45,area_code_408,0,0,0,207.6,71,35.29,152.7,94,12.98,217.8,125,9.8,12.4,13,3.35,1,0,61.419999999999995,590.4999999999999,304,0.10401354784081288
CT,155,area_code_510,0,0,0,165.4,108,28.12,183.7,103,15.61,80.2,108,3.61,8.9,4,2.4,3,0,49.74,438.2,326,0.11350981287083524
MD,52,area_code_415,0,0,0,209.8,114,35.67,171.3,82,14.56,154.6,119,6.96,9.9,9,2.67,4,0,59.86000000000001,545.6,328,0.10971407624633432
OH,119,area_code_415,0,1,27,220.1,128,37.42,268.2,133,22.8,146.5,80,6.59,11.1,3,3.0,0,0,69.81,645.9,344,0.10808174640037158
NV,86,area_code_510,0,0,0,141.3,72,24.02,154.3,95,13.12,210.6,91,9.48,8.2,5,2.21,1,0,48.830000000000005,514.4000000000001,264,0.09492612752721617
MD,42,area_code_408,0,0,0,196.5,89,33.41,241.3,123,20.51,143.2,105,6.44,4.0,7,1.08,0,0,61.44,585.0,324,0.10502564102564102
NE,127,area_code_510,1,0,0,180.9,114,30.75,209.5,118,17.81,249.9,105,11.25,7.4,4,2.0,2,0,61.81,647.6999999999999,343,0.0954299830168288
OH,123,area_code_408,0,0,0,105.0,150,17.85,251.6,90,21.39,258.0,93,11.61,14.9,5,4.02,0,0,54.870000000000005,629.5,338,0.08716441620333598
MA,98,area_code_510,0,0,0,271.4,119,46.14,190.4,102,16.18,284.7,118,12.81,11.1,6,3.0,4,1,78.13,757.6,349,0.10312829989440336
OK,149,area_code_510,0,1,43,206.7,79,35.14,174.6,122,14.84,241.5,80,10.87,10.9,3,2.94,1,0,63.79,633.6999999999999,285,0.10066277418336754
MA,160,area_code_408,0,0,0,166.8,109,28.36,236.0,117,20.06,307.6,77,13.84,9.3,1,2.51,1,0,64.77000000000001,719.7,305,0.08999583159649854
WA,103,area_code_415,0,0,0,204.9,107,34.83,135.2,102,11.49,208.2,106,9.37,10.4,3,2.81,5,0,58.5,558.6999999999999,323,0.10470735636298552
HI,132,area_code_415,0,1,15,154.6,128,26.28,245.6,106,20.88,148.6,90,6.69,9.1,4,2.46,1,0,56.309999999999995,557.9,329,0.10093206667861623
CO,137,area_code_415,0,0,0,127.0,107,21.59,323.2,75,27.47,143.9,127,6.48,7.5,2,2.03,1,0,57.57000000000001,601.6,312,0.09569481382978724
FL,129,area_code_415,1,0,0,267.4,78,45.46,204.2,85,17.36,111.7,146,5.03,5.9,4,1.59,1,0,69.44,589.1999999999999,314,0.11785471826205025
WI,62,area_code_415,0,0,0,281.0,66,47.77,160.6,108,13.65,77.9,74,3.51,0.0,0,0.0,1,0,64.93,519.5,249,0.12498556304138596
ID,122,area_code_510,0,1,33,270.8,96,46.04,220.4,110,18.73,169.9,104,7.65,11.8,8,3.19,4,0,75.61,672.9,322,0.11236439292614059
WY,32,area_code_408,0,0,0,171.2,82,29.1,185.6,102,15.78,203.3,64,9.15,10.2,7,2.75,1,0,56.78,570.3,256,0.09956163422759952
GA,86,area_code_510,0,0,0,124.1,82,21.1,202.6,120,17.22,289.6,119,13.03,6.7,8,1.81,3,0,53.160000000000004,623.0,332,0.08532905296950241
FL,130,area_code_415,0,0,0,162.8,113,27.68,290.3,111,24.68,114.9,140,5.17,7.2,3,1.94,1,0,59.47,575.2,368,0.10339012517385256
WY,42,area_code_408,0,0,0,146.3,84,24.87,255.9,113,21.75,45.0,117,2.03,8.0,12,2.16,1,0,50.81,455.20000000000005,327,0.11162126537785588
DE,73,area_code_415,0,0,0,254.8,85,43.32,143.4,80,12.19,153.9,102,6.93,15.0,7,4.05,2,0,66.49,567.1,276,0.11724563569035443
ME,66,area_code_408,0,1,26,254.9,108,43.33,243.2,135,20.67,190.8,95,8.59,5.4,3,1.46,2,0,74.05,694.3000000000001,343,0.10665418407028661
DC,103,area_code_510,0,1,31,107.7,124,18.31,188.9,104,16.06,196.2,98,8.83,8.9,3,2.4,0,0,45.599999999999994,501.7,329,0.09089097069962128
IA,128,area_code_408,0,0,0,158.8,75,27.0,264.8,91,22.51,270.0,77,12.15,7.6,7,2.05,1,0,63.71,701.2,251,0.09085852823730747
CO,104,area_code_415,0,0,0,182.9,113,31.09,239.6,85,20.37,229.8,104,10.34,5.5,4,1.49,2,0,63.29,657.8,308,0.09621465491030709
MN,103,area_code_415,0,0,0,198.5,112,33.75,42.5,90,3.61,179.2,124,8.06,12.4,5,3.35,0,0,48.77,432.59999999999997,331,0.11273693943596858
VT,124,area_code_415,0,0,0,178.4,72,30.33,233.6,134,19.86,179.4,91,8.07,12.0,2,3.24,0,0,61.5,603.4,299,0.10192243950944647
AZ,87,area_code_510,0,0,0,110.9,91,18.85,158.5,115,13.47,207.5,131,9.34,6.2,5,1.67,1,0,43.33,483.09999999999997,343,0.08969157524322087
LA,109,area_code_415,0,1,27,166.9,85,28.37,221.2,92,18.8,197.3,97,8.88,12.3,4,3.32,1,1,59.370000000000005,597.7,279,0.09933076794378451
MO,167,area_code_415,1,0,0,244.8,91,41.62,60.8,105,5.17,176.7,110,7.95,10.7,3,2.89,2,0,57.63,493.0,311,0.11689655172413793
ME,97,area_code_510,0,0,0,120.8,96,20.54,169.8,101,14.43,194.1,63,8.73,11.9,3,3.21,4,1,46.910000000000004,496.6,267,0.09446234393878374
MD,106,area_code_415,0,0,0,165.3,118,28.1,210.0,101,17.85,187.2,93,8.42,8.5,3,2.3,2,0,56.67,571.0,317,0.09924693520140106
VT,125,area_code_415,0,0,0,126.7,113,21.54,155.5,131,13.22,206.2,112,9.28,14.4,7,3.89,2,0,47.93,502.79999999999995,365,0.09532617342879873
DC,108,area_code_408,0,1,35,215.9,106,36.7,200.6,107,17.05,195.4,107,8.79,15.5,7,4.19,0,0,66.73,627.4,327,0.1063595792158113
WY,125,area_code_415,0,0,0,140.1,132,23.82,209.6,126,17.82,264.1,77,11.88,8.0,2,2.16,1,0,55.68000000000001,621.8,338,0.08954647796719203
VA,89,area_code_415,0,1,32,209.9,113,35.68,249.8,104,21.23,224.2,92,10.09,8.7,7,2.35,1,0,69.35,692.6000000000001,317,0.10012994513427662
VA,72,area_code_510,1,1,29,139.8,114,23.77,138.2,91,11.75,221.0,88,9.95,5.5,6,1.49,0,0,46.96,504.5,299,0.09308225966303271
CT,23,area_code_510,0,0,0,321.6,107,54.67,251.6,115,21.39,141.1,158,6.35,11.3,3,3.05,2,1,85.46,725.6,385,0.11777839029768467
HI,149,area_code_510,0,0,0,166.6,61,28.32,218.8,107,18.6,208.3,131,9.37,8.2,6,2.21,7,0,58.5,601.9000000000001,312,0.09719222462203023
WI,73,area_code_415,0,0,0,214.2,90,36.41,196.8,78,16.73,157.9,112,7.11,5.9,8,1.59,0,0,61.84,574.8,288,0.10758524704244957
MD,61,area_code_415,0,0,0,260.0,123,44.2,210.5,127,17.89,234.7,70,10.56,9.0,3,2.43,1,1,75.08000000000001,714.2,324,0.10512461495379447
WV,161,area_code_415,0,0,0,191.9,113,32.62,70.9,87,6.03,204.8,107,9.22,13.4,4,3.62,4,1,51.489999999999995,481.0,315,0.10704781704781703
VT,73,area_code_408,0,0,0,213.0,95,36.21,188.8,104,16.05,136.2,89,6.13,13.5,3,3.65,0,0,62.040000000000006,551.5,291,0.11249320036264733
UT,118,area_code_415,0,1,24,118.1,83,20.08,109.6,72,9.32,245.5,73,11.05,16.9,2,4.56,1,0,45.010000000000005,490.09999999999997,231,0.09183840032646401
CO,23,area_code_408,0,0,0,190.2,89,32.33,166.4,108,14.14,219.8,73,9.89,15.0,4,4.05,6,0,60.41,591.4000000000001,280,0.1021474467365573
NC,127,area_code_415,0,1,25,82.2,95,13.97,163.3,109,13.88,264.9,104,11.92,5.1,6,1.38,0,0,41.150000000000006,515.5,314,0.07982541222114453
NJ,42,area_code_415,0,1,32,163.8,80,27.85,177.8,123,15.11,190.4,106,8.57,8.1,5,2.19,0,0,53.72,540.1,314,0.09946306239585262
AR,118,area_code_415,0,0,0,267.8,145,45.53,316.4,121,26.89,208.6,91,9.39,14.4,11,3.89,5,1,85.7,807.2,373,0.10616947472745292
IA,45,area_code_510,0,0,0,159.8,91,27.17,120.4,86,10.23,163.0,93,7.34,10.6,3,2.86,2,0,47.60000000000001,453.80000000000007,275,0.10489202291758484
GA,50,area_code_408,0,1,24,214.3,129,36.43,289.8,55,24.63,312.5,130,14.06,10.6,4,2.86,1,0,77.98,827.2,319,0.09426982591876208
MO,179,area_code_510,0,0,0,287.3,123,48.84,288.0,114,24.48,266.0,112,11.97,10.5,4,2.84,0,1,88.13000000000001,851.8,353,0.10346325428504345
MO,152,area_code_408,0,0,0,101.2,122,17.2,141.6,87,12.04,198.5,124,8.93,7.5,3,2.03,2,0,40.2,448.8,338,0.08957219251336898
WY,105,area_code_415,0,0,0,102.8,74,17.48,281.7,125,23.94,228.1,113,10.26,13.2,5,3.56,2,0,55.24,625.8000000000001,319,0.08827101310322787
HI,72,area_code_415,0,0,0,109.1,97,18.55,115.7,96,9.83,295.8,84,13.31,8.3,6,2.24,0,0,43.93000000000001,528.9,283,0.08305917942900361
PA,52,area_code_408,0,0,0,215.9,67,36.7,217.0,108,18.45,342.8,130,15.43,5.2,2,1.4,1,0,71.98000000000002,780.9000000000001,308,0.09217569471123065
TX,125,area_code_415,0,0,0,203.4,110,34.58,128.7,97,10.94,190.5,113,8.57,11.0,4,2.97,1,0,57.059999999999995,533.6,325,0.10693403298350823
VA,143,area_code_510,0,0,0,110.1,113,18.72,169.0,59,14.37,166.7,94,7.5,9.2,2,2.48,1,0,43.06999999999999,455.0,269,0.09465934065934065
RI,65,area_code_415,0,0,0,111.0,51,18.87,219.8,84,18.68,202.0,89,9.09,4.4,14,1.19,1,0,47.83,537.1999999999999,239,0.08903574087862993
WI,80,area_code_415,0,0,0,239.9,121,40.78,142.3,51,12.1,364.3,106,16.39,9.3,5,2.51,1,0,71.78000000000002,755.8,284,0.09497221487165919
MS,1,area_code_415,0,0,0,144.8,107,24.62,112.5,66,9.56,218.7,79,9.84,13.8,3,3.73,1,0,47.74999999999999,489.8,256,0.09748877092690893
KY,60,area_code_408,0,0,0,135.4,134,23.02,205.9,85,17.5,204.0,103,9.18,7.9,4,2.13,1,0,51.83,553.1999999999999,327,0.09369125090383226
NC,43,area_code_415,0,0,0,84.2,134,14.31,80.8,103,6.87,196.1,79,8.82,10.8,2,2.92,1,0,32.92,371.90000000000003,319,0.08851841892981983
NV,143,area_code_415,0,0,0,209.1,127,35.55,106.1,80,9.02,179.6,90,8.08,14.0,6,3.78,0,0,56.42999999999999,508.79999999999995,303,0.11090801886792452
UT,81,area_code_415,0,1,24,130.1,117,22.12,196.0,61,16.66,139.3,123,6.27,11.4,5,3.08,0,0,48.129999999999995,476.8,306,0.10094379194630872
ME,205,area_code_510,0,1,24,175.8,139,29.89,155.0,98,13.18,180.7,64,8.13,7.8,5,2.11,2,0,53.31,519.3,308,0.10265742345465051
HI,24,area_code_415,0,0,0,241.9,104,41.12,145.2,112,12.34,214.5,105,9.65,6.6,5,1.78,1,0,64.88999999999999,608.2,327,0.10669187767181845
OH,74,area_code_415,0,0,0,136.7,106,23.24,228.6,105,19.43,265.3,114,11.94,9.8,4,2.65,0,0,57.26,640.3999999999999,329,0.08941286695815118
WV,77,area_code_510,0,0,0,67.7,68,11.51,195.7,86,16.63,236.5,137,10.64,12.0,2,3.24,1,0,42.02,511.9,294,0.08208634498925572
OK,74,area_code_415,0,0,0,200.4,87,34.07,309.2,105,26.28,152.1,118,6.84,10.0,2,2.7,1,0,69.89,671.7,313,0.10404942682745273
KY,74,area_code_510,1,0,0,125.8,103,21.39,207.7,96,17.65,207.4,143,9.33,14.1,4,3.81,1,1,52.18,555.0,347,0.09401801801801801
AL,200,area_code_408,0,0,0,128.2,87,21.79,133.2,105,11.32,177.6,123,7.99,11.2,2,3.02,1,0,44.120000000000005,450.2,318,0.09800088849400268
MD,86,area_code_408,0,0,0,226.3,88,38.47,223.0,107,18.96,255.6,92,11.5,13.0,3,3.51,4,0,72.44000000000001,717.9,294,0.10090541858197523
NE,91,area_code_510,0,1,37,162.3,107,27.59,233.9,115,19.88,277.4,94,12.48,9.2,4,2.48,0,0,62.43,682.8000000000001,320,0.09143233743409489
DC,76,area_code_415,0,0,0,224.4,121,38.15,147.9,97,12.57,183.8,74,8.27,6.7,2,1.81,2,0,60.8,562.8000000000001,296,0.10803127221037667
TX,130,area_code_415,0,0,0,120.5,127,20.49,189.7,52,16.12,270.1,107,12.15,14.3,2,3.86,1,0,52.62,594.5999999999999,289,0.08849646821392533
OH,56,area_code_408,0,0,0,91.1,90,15.49,179.3,115,15.24,300.7,89,13.53,11.9,8,3.21,2,0,47.47,582.9999999999999,304,0.0814236706689537
DE,117,area_code_415,0,0,0,168.8,137,28.7,241.4,107,20.52,204.8,106,9.22,15.5,4,4.19,0,0,62.629999999999995,630.5,354,0.09933386201427438
IA,63,area_code_510,0,0,0,153.5,81,26.1,287.3,115,24.42,230.2,85,10.36,6.5,5,1.76,2,0,62.64,677.5,288,0.09245756457564576
VT,126,area_code_415,0,0,0,226.2,88,38.45,140.3,114,11.93,208.9,110,9.4,6.4,2,1.73,0,0,61.51,581.8,314,0.10572361636301135
OR,132,area_code_510,0,0,0,191.9,107,32.62,206.9,127,17.59,272.0,88,12.24,12.6,2,3.4,1,0,65.85,683.4,325,0.09635645302897278
NV,81,area_code_415,0,1,28,167.9,147,28.54,190.7,105,16.21,193.0,103,8.69,9.2,6,2.48,4,1,55.919999999999995,560.8000000000001,365,0.09971469329529242
NC,122,area_code_415,0,0,0,180.0,88,30.6,145.0,77,12.33,233.7,120,10.52,11.5,6,3.11,2,0,56.56,570.2,293,0.09919326552086986
NJ,46,area_code_408,0,0,0,257.4,67,43.76,261.1,91,22.19,204.4,107,9.2,13.4,5,3.62,2,1,78.77000000000001,736.3,272,0.10698085019693061
MN,150,area_code_415,0,1,28,174.4,75,29.65,169.9,80,14.44,201.6,130,9.07,11.0,4,2.97,1,0,56.129999999999995,556.9,290,0.10079008798707129
ID,99,area_code_408,0,0,0,159.7,83,27.15,155.4,121,13.21,255.7,114,11.51,8.4,3,2.27,1,0,54.14,579.1999999999999,322,0.09347375690607736
AL,87,area_code_408,0,0,0,237.2,124,40.32,222.6,87,18.92,173.3,81,7.8,11.0,3,2.97,1,0,70.01,644.0999999999999,296,0.10869430212699893
AK,108,area_code_415,0,0,0,103.0,129,17.51,242.3,103,20.6,170.2,89,7.66,7.9,3,2.13,1,0,47.9,523.4,325,0.0915170042032862
VT,101,area_code_415,0,0,0,153.8,89,26.15,234.0,89,19.89,196.3,77,8.83,11.6,2,3.13,4,0,58.0,595.7,261,0.09736444519053214
PA,53,area_code_415,0,0,0,205.1,86,34.87,160.5,95,13.64,149.5,142,6.73,10.7,2,2.89,3,0,58.129999999999995,525.8000000000001,328,0.11055534423735258
AK,132,area_code_415,0,1,39,175.7,93,29.87,187.2,94,15.91,225.5,118,10.15,8.6,3,2.32,2,0,58.25,597.0,310,0.09757118927973199
CA,158,area_code_510,0,0,0,155.9,123,26.5,224.2,112,19.06,221.0,116,9.95,8.6,8,2.32,2,0,57.830000000000005,609.7,361,0.09484992619320978
MS,114,area_code_415,0,1,34,154.4,109,26.25,221.4,142,18.82,208.5,103,9.38,10.3,5,2.78,0,0,57.230000000000004,594.5999999999999,359,0.09624957954927685
AR,77,area_code_415,0,1,23,209.7,73,35.65,183.6,63,15.61,205.5,111,9.25,7.1,3,1.92,2,0,62.43,605.9,252,0.10303680475325962
NV,144,area_code_415,1,0,0,150.0,69,25.5,285.9,73,24.3,190.6,121,8.58,9.4,15,2.54,0,0,60.919999999999995,635.9,278,0.09580122660795722
AL,91,area_code_510,0,1,23,232.4,97,39.51,186.0,88,15.81,190.5,128,8.57,12.3,3,3.32,3,0,67.21,621.1999999999999,319,0.10819381841596909
GA,58,area_code_408,0,0,0,165.4,100,28.12,115.7,87,9.83,193.8,118,8.72,12.8,5,3.46,2,0,50.13,487.70000000000005,312,0.10278859954890301
AR,5,area_code_415,0,0,0,199.2,106,33.86,187.3,12,15.92,214.0,85,9.63,13.3,3,3.59,3,0,63.0,613.8,209,0.10263929618768329
MA,97,area_code_408,0,0,0,217.6,81,36.99,320.5,51,27.24,150.7,110,6.78,4.2,3,1.13,0,0,72.14,693.0,245,0.10409812409812409
NJ,107,area_code_415,0,0,0,212.1,95,36.06,150.1,88,12.76,219.8,111,9.89,7.7,2,2.08,3,0,60.79,589.7,299,0.10308631507546209
MO,142,area_code_415,0,1,30,154.0,75,26.18,165.8,97,14.09,270.0,83,12.15,10.8,5,2.92,1,0,55.339999999999996,600.5999999999999,261,0.09214119214119215
NY,9,area_code_408,0,1,31,193.8,130,32.95,202.6,98,17.22,191.2,102,8.6,13.3,2,3.59,1,0,62.36,600.8999999999999,333,0.10377766683308373
AZ,73,area_code_415,0,0,0,175.4,130,29.82,248.1,105,21.09,122.4,85,5.51,12.2,4,3.29,0,0,59.709999999999994,558.1,324,0.10698799498297795
NJ,48,area_code_510,0,1,22,152.0,63,25.84,258.8,131,22.0,263.2,109,11.84,15.7,5,4.24,2,1,63.92000000000001,689.7,310,0.09267797593156446
WV,43,area_code_408,0,0,0,230.2,147,39.13,186.7,121,15.87,128.4,100,5.78,9.2,3,2.48,0,0,63.26,554.5,371,0.11408476104598737
NM,122,area_code_408,0,1,33,174.9,103,29.73,248.2,105,21.1,164.6,116,7.41,13.5,3,3.65,1,1,61.88999999999999,601.2,328,0.10294411177644709
SC,93,area_code_415,0,0,0,190.2,68,32.33,262.2,64,22.29,130.0,92,5.85,8.8,4,2.38,0,0,62.85,591.1999999999999,228,0.10630920162381598
VT,85,area_code_415,0,0,0,176.4,122,29.99,224.9,123,19.12,219.6,50,9.88,11.5,1,3.11,1,0,62.1,632.4,297,0.09819734345351044
TN,59,area_code_415,0,0,0,160.9,95,27.35,251.2,65,21.35,273.4,97,12.3,5.0,5,1.35,3,0,62.35,690.5,265,0.09029688631426502
LA,87,area_code_415,0,0,0,228.7,90,38.88,163.0,99,13.86,154.1,90,6.93,11.8,3,3.19,1,0,62.86,557.5999999999999,283,0.11273314203730274
OH,137,area_code_408,0,0,0,144.0,90,24.48,181.6,100,15.44,128.1,93,5.76,12.3,2,3.32,0,0,49.0,466.00000000000006,285,0.10515021459227467
OR,21,area_code_510,0,1,31,135.9,90,23.1,271.0,84,23.04,179.1,89,8.06,9.5,7,2.57,6,0,56.77,595.5,276,0.09533165407220823
DE,129,area_code_510,0,0,0,334.3,118,56.83,192.1,104,16.33,191.0,83,8.59,10.4,6,2.81,0,1,84.56,727.8,311,0.11618576532014291
KY,104,area_code_415,0,0,0,130.5,77,22.19,131.2,117,11.15,264.7,63,11.91,13.0,6,3.51,0,0,48.76,539.4,263,0.0903967371153133
GA,93,area_code_408,0,1,21,134.2,105,22.81,162.5,128,13.81,186.6,90,8.4,11.8,2,3.19,4,1,48.209999999999994,495.09999999999997,329,0.09737426782468188
VT,63,area_code_415,0,0,0,278.0,102,47.26,266.4,114,22.64,224.1,118,10.08,13.1,4,3.54,4,1,83.52000000000001,781.6,342,0.1068577277379734
OR,161,area_code_415,0,0,0,105.4,70,17.92,214.8,122,18.26,223.6,126,10.06,7.8,5,2.11,0,0,48.35000000000001,551.6,323,0.08765409717186368
TX,50,area_code_510,0,0,0,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3,0,59.4,556.2,333,0.10679611650485436
MO,103,area_code_408,0,1,24,111.8,85,19.01,239.6,102,20.37,268.3,81,12.07,6.9,4,1.86,1,0,53.31,626.6,273,0.08507819980849027
ND,84,area_code_415,0,1,33,159.1,106,27.05,149.8,101,12.73,213.4,108,9.6,13.0,18,3.51,1,0,52.89,535.3,334,0.09880440874276107
MN,92,area_code_510,0,0,0,212.4,105,36.11,224.6,118,19.09,221.3,105,9.96,9.0,4,2.43,1,0,67.59,667.3,333,0.10128877566312004
NV,77,area_code_415,0,0,0,142.3,112,24.19,306.3,111,26.04,196.5,82,8.84,9.9,1,2.67,1,0,61.74000000000001,655.0,307,0.09425954198473284
NY,64,area_code_415,1,0,0,346.8,55,58.96,249.5,79,21.21,275.4,102,12.39,13.3,9,3.59,1,1,96.15,884.9999999999999,246,0.10864406779661019
FL,159,area_code_415,0,1,15,113.9,102,19.36,145.3,146,12.35,195.2,137,8.78,11.8,9,3.19,1,0,43.68,466.20000000000005,395,0.09369369369369368
KS,110,area_code_415,1,1,27,267.9,103,45.54,263.3,74,22.38,178.1,106,8.01,8.3,2,2.24,1,1,78.17,717.6,286,0.10893255295429208
NV,138,area_code_510,0,0,0,171.4,117,29.14,115.2,128,9.79,224.5,115,10.1,17.0,4,4.59,3,0,53.620000000000005,528.1,367,0.10153380041658777
